epoch,train_loss,val_loss
1,0.6961365342140198,0.6898916959762573
2,0.6881709694862366,0.6838564872741699
3,0.6799505352973938,0.6713060736656189
4,0.662510335445404,0.6564591526985168
5,0.6409285068511963,0.6268347501754761
6,0.609688401222229,0.5973512530326843
7,0.5834984183311462,0.5804497003555298
8,0.5649032592773438,0.5796806812286377
9,0.5573371052742004,0.5585885643959045
10,0.5392405986785889,0.5441477298736572
11,0.5194153189659119,0.5385571718215942
12,0.509238064289093,0.5284659266471863
13,0.49782121181488037,0.5197448134422302
14,0.48712998628616333,0.5116994380950928
15,0.47634533047676086,0.5057206749916077
16,0.4676326513290405,0.49788641929626465
17,0.4568750858306885,0.48952651023864746
18,0.4458402395248413,0.4790363907814026
19,0.433359831571579,0.46787378191947937
20,0.42123913764953613,0.4571648836135864
21,0.40871119499206543,0.4481869637966156
22,0.39547738432884216,0.438637912273407
23,0.3815003037452698,0.4287734031677246
24,0.3669932186603546,0.4191500246524811
25,0.3523707389831543,0.4105474352836609
26,0.3378140926361084,0.4047095477581024
27,0.3248831033706665,0.4011729657649994
28,0.3126295804977417,0.40192654728889465
29,0.30243417620658875,0.40359485149383545
30,0.29236704111099243,0.4033515453338623
31,0.2816333472728729,0.399848073720932
32,0.2701142728328705,0.3943490982055664
33,0.258394330739975,0.3884972333908081
34,0.2479792833328247,0.383107453584671
35,0.23938876390457153,0.3769104480743408
36,0.23220160603523254,0.3754552900791168
37,0.22583313286304474,0.37195780873298645
38,0.2216809242963791,0.37291377782821655
39,0.21336676180362701,0.36328384280204773
40,0.20073352754116058,0.3654753863811493
41,0.19479958713054657,0.3747037351131439
42,0.18998637795448303,0.36552664637565613
43,0.18091262876987457,0.3651365339756012
44,0.1754785180091858,0.37468189001083374
45,0.17113524675369263,0.36884358525276184
46,0.16418027877807617,0.3675968647003174
47,0.15823641419410706,0.37626388669013977
48,0.15437844395637512,0.3695651590824127
49,0.14980590343475342,0.3694974482059479
50,0.14264525473117828,0.38221725821495056
51,0.14024949073791504,0.37771737575531006
52,0.13855823874473572,0.3750028610229492
53,0.12946613132953644,0.3905085027217865
54,0.1296014040708542,0.3825141191482544
55,0.12795676290988922,0.3775075078010559
56,0.11794091761112213,0.3987770974636078
57,0.12142881751060486,0.38160136342048645
58,0.11461298167705536,0.38367679715156555
59,0.1094454899430275,0.3985147774219513
60,0.10894390940666199,0.38471662998199463
61,0.10096485167741776,0.390757292509079
62,0.10127648711204529,0.39478039741516113
63,0.09455197304487228,0.3978981673717499
64,0.09470875561237335,0.3929394483566284
65,0.08947870880365372,0.40006425976753235
66,0.0878169909119606,0.4044235944747925
67,0.08475679159164429,0.40761375427246094
68,0.08120106160640717,0.40841594338417053
69,0.08018302172422409,0.4094370901584625
70,0.07585076987743378,0.42622190713882446
71,0.0756516382098198,0.42113879323005676
72,0.07124558091163635,0.4270346164703369
73,0.07019472122192383,0.4329020380973816
74,0.0672755315899849,0.43597978353500366
75,0.06517519801855087,0.4431605339050293
76,0.06357788294553757,0.44191986322402954
77,0.06084328889846802,0.45317015051841736
78,0.05962236225605011,0.45494306087493896
79,0.05724571272730827,0.4638819694519043
80,0.055625203996896744,0.46752381324768066
81,0.05388341844081879,0.4713515341281891
82,0.052030351012945175,0.4797358810901642
83,0.05056152492761612,0.4804497957229614
84,0.04905227944254875,0.49362456798553467
85,0.04752796143293381,0.4869059920310974
86,0.04647968336939812,0.5070063471794128
87,0.04537544399499893,0.49362310767173767
88,0.04503968358039856,0.5300180912017822
89,0.04513559862971306,0.4999217391014099
90,0.04709649085998535,0.5501495003700256
91,0.04671483859419823,0.5139380693435669
92,0.045457951724529266,0.5288103818893433
93,0.03785307705402374,0.5430133938789368
94,0.03945088014006615,0.5213687419891357
95,0.04188721626996994,0.5419831871986389
96,0.03534621000289917,0.5559484362602234
97,0.0367959663271904,0.5329800844192505
98,0.037861719727516174,0.554659903049469
99,0.03293861821293831,0.5712239742279053
100,0.03404846042394638,0.5453571081161499
